report_name,common_name,m_ori_name,species_name,category,subcategory,status_change,subcategory_change,assessment_id,report_id,species_id,genus,family,order,class,phylum,kingdom,pop_state,pop_size,size_confidence,pop_trend,time_span_years,trend_confidence,qualifiers,bio_status,cd,data_poor,native_resident_living,conservation_dependent,report,report_group,domain,report_group_year,report_group_comprehensive,population_trend
Vascular plants 2017 (de Lange et al. 2018),Red bidibid,NA,Acaena,Not threatened,Not threatened,No change,No change,34802,38,10545,Acaena,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,MATIND>100000,Medium,INC >10%,NA,Medium,SO,Non-endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Increasing
Vascular plants 2017 (de Lange et al. 2018),Sand bidibid,Piripiri,Acaena,At risk of becoming threatened,Declining,Worse,Actual decline,33239,38,6760,Acaena,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,AREA<=10000,Low,DEC 10-30%,NA,Low,"DP, RR, SO",Non-endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Decreasing
Vascular plants 2017 (de Lange et al. 2018),Bidibidi,Piripiri,Acaena,Not threatened,Not threatened,No change,No change,33240,38,6761,Acaena,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND>100000,Medium,STABLE +/-10%,NA,Medium,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),Bidibidi,Piripiri,Acaena,Threatened,Nationally critical,No change,No change,33241,38,6762,Acaena,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,AREA<=1,High,DEC 30-50%,NA,Medium,OL,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Decreasing
Vascular plants 2017 (de Lange et al. 2018),Bidibidi,Piripiri,Acaena,Not threatened,Not threatened,No change,No change,33242,38,6763,Acaena,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,MATIND>100000,Medium,STABLE +/-10%,NA,Medium,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),Bidibidi,Piripiri,Acaena,Not threatened,Not threatened,No change,No change,33250,38,6764,Acaena,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND>100000,Low,STABLE +/-10%,NA,Medium,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Marine invertebrates 2013 (Freeman et al 2014),Bamboo coral,NA,Acanella,At risk of becoming threatened,Naturally uncommon,No change,No change,40673,46,30797,Acanella,Isididae,Alcyonacea,Anthozoa,Cnidaria,Animalia,NATURAL,NA,NA,STABLE +/-10%,NA,Low,"DP, SO",Non-endemic,NA,DP,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Stable
Birds 2016 (Robertson et al. 2017),South Island rifleman,Tītitipounamu,Acanthisitta,Not threatened,Not threatened,No change,No change,31588,37,11103,Acanthisitta,Acanthisittidae,Passeriformes,Aves,Chordata,Animalia,NATURAL,MATIND>100000,High,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Birds 2016,Terrestrial birds,Land,Terrestrial birds (2016),TRUE,Stable
Birds 2016 (Robertson et al. 2017),North Island rifleman,Tītitipounamu,Acanthisitta,At risk of becoming threatened,Declining,No change,No change,31587,37,11102,Acanthisitta,Acanthisittidae,Passeriformes,Aves,Chordata,Animalia,UNNATURAL,MATIND>100000,Low,DEC 10-70%,NA,Medium,DP,Endemic,NA,DP,TRUE,FALSE,Birds 2016,Terrestrial birds,Land,Terrestrial birds (2016),TRUE,Decreasing
Nematodes 2010: (Yeates et al. 2012),NA,NA,Acanthocheilus,Not threatened,Not threatened,NA,NA,21125,26,32483,Acanthocheilus,Ascarididae,Ascaridomorpha,Chromadorea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Acanthocheilus,Not threatened,Not threatened,NA,NA,21128,26,32484,Acanthocheilus,Ascarididae,Ascaridomorpha,Chromadorea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Earthworms 2014 (Buckley et al. 2015),Earthworm,NA,Acanthodrilus,At risk of becoming threatened,Naturally uncommon,No change,No change,39103,44,11903,Acanthodrilus,Acanthodrilidae,Opisthopora,Clitellata,Annelida,Animalia,NA,NA,NA,NA,NA,NA,"IE, OL",Endemic,NA,NA,TRUE,FALSE,Earthworms 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),Marine nematode,NA,Acanthopharynx,Not threatened,Not threatened,NA,NA,21119,26,32487,Acanthopharynx,Desmodoridae,Chromadorida,Chromadorea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,DP,Endemic,NA,DP,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Freshwater invertebrates 2018,Mayfly,NA,Acanthophlebia,Not threatened,Not threatened,No change,No change,109002,1071,33172,Acanthophlebia,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,UNNATURAL,MATIND>100000,Medium,STABLE +/-10%,NA,Medium,NA,Endemic,NA,NA,TRUE,FALSE,Freshwater invertebrates 2018,Freshwater invertebrates,Freshwater,Freshwater invertebrates (2018),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),Stick insect,NA,Acanthoxyla,Not threatened,Not threatened,New listing,New listing,38823,39,33930,Acanthoxyla,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,NA,NA,NA,STABLE +/-10%,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),Prickly stick-insect,NA,Acanthoxyla,Not threatened,Not threatened,New listing,New listing,38824,39,33138,Acanthoxyla,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,NA,NA,NA,STABLE +/-10%,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),Stick insect,NA,Acanthoxyla,Not threatened,Not threatened,New listing,New listing,38825,39,33931,Acanthoxyla,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,NA,NA,NA,STABLE +/-10%,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),Stick insect,NA,Acanthoxyla,Not threatened,Not threatened,New listing,New listing,38826,39,33932,Acanthoxyla,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,NA,NA,NA,STABLE +/-10%,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),Stick insect,NA,Acanthoxyla,Not threatened,Not threatened,New listing,New listing,38827,39,33933,Acanthoxyla,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,NA,NA,NA,STABLE +/-10%,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),Stick insect,NA,Acanthoxyla,Not threatened,Not threatened,New listing,New listing,38828,39,33934,Acanthoxyla,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,NA,NA,NA,STABLE +/-10%,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),Stick insect,NA,Acanthoxyla,Not threatened,Not threatened,New listing,New listing,38829,39,33935,Acanthoxyla,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,NA,NA,NA,STABLE +/-10%,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),Stick insect,NA,Acanthoxyla,Not threatened,Not threatened,New listing,New listing,38830,39,33936,Acanthoxyla,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,NA,NA,NA,STABLE +/-10%,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Data deficient,Data deficient,No change,No change,61723,55,31161,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Not threatened,Not threatened,No change,No change,62704,55,10480,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NATURAL,MATIND>100000,High,STABLE +/-10%,NA,High,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Not threatened,Not threatened,No change,No change,62716,55,10479,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Data deficient,Data deficient,No change,No change,63210,55,8808,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,At risk of becoming threatened,Naturally uncommon,No change,No change,61727,55,31162,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NATURAL,AREA<=100,Medium,STABLE +/-10%,NA,Medium,"RR, SO",Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Data deficient,Data deficient,No change,No change,63135,55,8858,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,RR,Endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Threatened,Nationally vulnerable,No change,No change,61728,55,31163,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,UNNATURAL,AREA<=100,Low,STABLE +/-10%,NA,Low,"DP, SO",Non-endemic,NA,DP,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Data deficient,Data deficient,No change,No change,61725,55,31164,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Data deficient,Data deficient,No change,No change,62726,55,9227,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,OL,Endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Data deficient,Data deficient,No change,No change,61726,55,31165,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,"OL, SO",Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),NA,NA,Arthothelium,Data deficient,Data deficient,No change,No change,61815,55,8305,Arthothelium,Arthoniaceae,Arthoniales,Arthoniomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,"RR, Sp",Unknown,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,At risk of becoming threatened,Naturally uncommon,No change,No change,61731,55,31166,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NATURAL,AREA<=100,Medium,STABLE +/-10%,NA,Medium,"RR, SO",Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Acarospora,Data deficient,Data deficient,No change,No change,61732,55,31167,Acarospora,Acarosporaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Parasitic mites 2010,Kakabeak gall mite,NA,Aceria,Threatened,Nationally critical,New listing,New listing,104308,67,32439,Aceria,Eriophyidae,Trombidiformes,Arachnida,Arthropoda,Animalia,UNNATURAL,MATIND<250,High,DEC >70%,NA,High,"CD, DP",Endemic,CD,DP,TRUE,TRUE,Parasitic mites 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Decreasing
Diptera 2010: (Andrew et al. 2012),NA,NA,Achalcus,At risk of becoming threatened,Naturally uncommon,NA,NA,20510,24,32243,Achalcus,Dolichopodidae,Diptera,Insecta,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,IE,Endemicity not specified,NA,NA,TRUE,FALSE,Diptera 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Achnatherum,At risk of becoming threatened,Declining,Worse,Actual decline,33061,38,7452,Achnatherum,Poaceae,Poales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,AREA<=10000,Low,DEC 10-30%,NA,Low,"DP, EF, Sp",Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Decreasing
Vascular plants 2017 (de Lange et al. 2018),Chaff-flow,NA,Achyranthes,At risk of becoming threatened,Naturally uncommon,No change,No change,32827,38,2320,Achyranthes,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,AREA<=10,Low,INC >10%,NA,High,"Inc, SO",Non-endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Increasing
Vascular plants 2017 (de Lange et al. 2018),Heart-leaved orchid,NA,Acianthus,Not threatened,Not threatened,No change,No change,34166,38,6289,Acianthus,Orchidaceae,Liliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND>100000,High,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Minor invertebrate groups 2010: (Buckley et al. 2012),Bird louse,NA,Acidoproctus,Threatened,Nationally vulnerable,NA,NA,20682,25,11904,Acidoproctus,Philopteridae,Phthiraptera,Insecta,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,"CD, Sp",Endemic,CD,NA,TRUE,TRUE,Minor invertebrate groups 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Macroalgae 2019 (Nelson et al. 2019),Brown seaweed,NA,Acinetospora,Data deficient,Data deficient,New listing,New listing,108169,52,42505,Acinetospora,Acinetosporaceae,Ectocarpales,Phaeophyceae,Ochrophyta,Chromista,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Macroalgae 2019,Macroalgae,Marine,Macroalgae (2019),FALSE,Not available
Vascular plants 2017 (de Lange et al. 2018),Speargrass,NA,Aciphylla,Data deficient,Data deficient,New listing,New listing,38443,38,34435,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Not available
Vascular plants 2017 (de Lange et al. 2018),Speargrass,NA,Aciphylla,At risk of becoming threatened,Naturally uncommon,New listing,New listing,38444,38,34437,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,AREA<=10,Low,STABLE +/-10%,NA,Low,DP,Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),Speargrass,NA,Aciphylla,At risk of becoming threatened,Naturally uncommon,New listing,New listing,38441,38,11572,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,AREA<=10000,Low,STABLE +/-10%,NA,Low,DP,Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),Speargrass,NA,Aciphylla,At risk of becoming threatened,Naturally uncommon,New listing,New listing,39304,38,34099,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,AREA>10000,Low,STABLE +/-10%,NA,Low,DP,Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,Not threatened,Not threatened,New listing,New listing,38447,38,34440,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND=20000-100000,NA,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,Data deficient,Data deficient,New listing,New listing,38448,38,34441,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Not available
Vascular plants 2017 (de Lange et al. 2018),Speargrass,NA,Aciphylla,At risk of becoming threatened,Declining,New listing,New listing,37099,38,34100,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,AREA>10000,Low,DEC 10-30%,NA,Low,DP,Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Decreasing
Vascular plants 2017 (de Lange et al. 2018),Speargrass,NA,Aciphylla,Data deficient,Data deficient,New listing,New listing,38442,38,34436,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Not available
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,Not threatened,Not threatened,No change,No change,32259,38,3748,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND>100000,Low,STABLE +/-10%,NA,Low,DP,Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),Golden speargrass,NA,Aciphylla,Not threatened,Not threatened,No change,No change,32258,38,3749,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND>100000,High,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,At risk of becoming threatened,Naturally uncommon,No change,No change,32246,38,3750,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,AREA<=1000,Low,STABLE +/-10%,NA,Low,"DP, RR",Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),Giant speargrass,Taramea,Aciphylla,Not threatened,Not threatened,No change,No change,32245,38,3751,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Not available
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,Not threatened,Not threatened,Better,More knowledge,32248,38,3752,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND>100000,Medium,STABLE +/-10%,NA,High,RR,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,Not threatened,Not threatened,No change,No change,32247,38,3753,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND=20000-100000,Low,STABLE +/-10%,NA,Low,DP,Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,At risk of becoming threatened,Naturally uncommon,No change,No change,32242,38,3754,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,AREA<=10000,Low,STABLE +/-10%,NA,Low,"DP, RR, Sp",Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),Dieffenbach's speargrass,NA,Aciphylla,Threatened,Nationally vulnerable,No change,No change,32241,38,3755,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,MATIND=1000-5000,High,STABLE +/-10%,NA,High,"CD, EF, IE, RR",Endemic,CD,NA,TRUE,TRUE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,At risk of becoming threatened,Naturally uncommon,No change,No change,32244,38,3756,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,AREA<=10000,Low,STABLE +/-10%,NA,Low,"DP, RR",Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Aciphylla,Not threatened,Not threatened,No change,No change,32243,38,3757,Aciphylla,Apiaceae,Araliales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND>100000,Low,STABLE +/-10%,NA,Medium,DP,Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
